bye	tak čau suchare
bye	tak jste marní
bye	tak nashledanou
bye	Tak nic. Děkuji :-)
bye	Tak sbohem
bye	tak se loučíme
bye	taky děkuji:-)
bye	tak zdar
bye	Teď ne mám čas
bye	ticho
bye	ticho buď
bye	tivho
bye	to je jedno já se du učt tak ahoj
bye	to ne
bye	trapáku
bye	ty cuzo
bye	ty hade
bye	ty idiot
bye	ty kokot
bye	ty si debil
bye	ty smrade
bye	ty vollllle
bye	úchyle
bye	uhni
bye	uselles
bye	utíkej
bye	Už tě nebudu otravovat
bye	vtf
bye	vyjebanej
bye	vypadni
bye	vypnut
bye	vysmahni
bye	vy taky
bye	zabij se
bye	zalez
bye	Zapomeň na to
bye	zasranej
bye	zasrany
bye	zatim cauky mnauky
bye	zavři hubu
bye	zbohem
bye	zemři
bye	zhebni
bye	zkap
bye	zklapni
bye	zmetku
bye	zmiz
bye	zmiz nebo zavřu prohlížeč
bye	zmizni
bye	zmlkni
bye	ABSOLUTNÍ NEZÁJEM
dik	to je super
dik	to by bylo fajn. Děkuji za užitečnou zpětnou vazbu
dik	thanks
dik	Též děkuji za Váš zájem
dik	taky se obdivuju :d
dik	tak to seš fakt dobrej
dik	super
dik	Supeer
dik	supeeeerrr
dik	Sluší ti to
dik	si super
dik	ty jsi ale hodný
dik	:-)
dik	aha
dik	AHA, tak se omlouvám
dik	aha to jste dobří no jako
dik	aha to jue super
dik	Ale děkuju
dik	ale dík
dik	ale prosimte
dik	:D
dik	:DD
dik	:DDD
dik	deěkuji : )
dik	dejuji
dik	děkiji
dik	děkju
dik	Děkuji
dik	Děkuji <3
dik	Děkuji další info
dik	Děkuji dobře.
dik	děkujiii
dik	Děkuji vám!
dik	děkuji za odpověď na jinou otázku
dik	Děkuji,za pomoc.
dik	Děkuji, znám systém fungování
dik	Děkuju
dik	Děkuju za rady
dik	deujeme
dik	dik
dik	dík, ale nezajímá mě to
dik	dikes
dik	Dík pomohlo už je mám vypočítal sem několik uloh
dik	díky
dik	díky martine
dik	Díky moc.
dik	díky:-P
dik	dneska si byl dobrej
dik	dobrz
dik	fajn
dik	frajerrrrrrr
dik	idk
dik	jakoby v pohodě víš co, nic nepotřebuji
dik	já tak
dik	ja taky
dik	já taky
dik	ja taky cs
dik	ja taky cus
dik	Já taky,nashedanou.
dik	ja taky no
dik	Já vím, děkuji
dik	jo si moc super
dik	Jsi super kámoš
dik	Jsi vtipný
dik	moc děkuji
dik	Mooooc děkuji
dik	náhodou jste velmi chytrý
dik	ne dik
dik	není zač :D
dik	No super
dik	o
dik	:-O
dik	O děkuji
dik	ok dik vole
dik	ok, díky brácho
dik	:-P
dik	palec hore
dik	Pomohl jsi mi
dik	šikula
dik	VY ROBUTCI JSTE NEJCHYTŘEJŠÍ
dik	vrátíš se ???
dik	Vám taky.
dik	vam taky
dik	to už vím dík za info
dik	to mi pomohlo
dik	To je super vole :D
wellcome	čusik
wellcome	čuuus
wellcome	cuuuus
wellcome	Ďakujem vopred za odpoveď.
wellcome	dobr den
wellcome	dobrý
wellcome	dobry den
wellcome	Dobrý den
wellcome	Dobrý deň
wellcome	Dobrý den, děkuji vám za nabídnutí pomoci.
wellcome	dobrý den jak se máte
wellcome	dobrý den, jak se máte ?
wellcome	DObrý den, je tam nekdo? :-)
wellcome	dobry den preji
wellcome	dobry dn
wellcome	dobrý večer
wellcome	dobyden
wellcome	/get_started
wellcome	get started
wellcome	halo
wellcome	halooo
wellcome	halooo...:--)
wellcome	haloooo
wellcome	heeeej
wellcome	heeej
wellcome	hello
wellcome	Hello LO
wellcome	hellou
wellcome	Heloo
wellcome	helou
wellcome	Jak se máš?
wellcome	jak se máš
wellcome	jak se maš
wellcome	jak se mas
wellcome	jak se máč?
wellcome	Jak se dnes máte?
wellcome	Jak se daří?
wellcome	já jsem dan
wellcome	hoj
wellcome	hi
wellcome	Hezký den :)
wellcome	HEY
wellcome	Aho)
wellcome	Ahoj
wellcome	ahoj }-)
wellcome	Ahoj...
wellcome	ahoja
wellcome	zduuur
wellcome	zduř
wellcome	zdruř
wellcome	zdravím robota
wellcome	zdravím
wellcome	zdravíím
wellcome	zdravíčko
wellcome	zdarvím
wellcome	zdarrrr
wellcome	Zdarek
wellcome	zdarec
wellcome	zdar
wellcome	zdaar
wellcome	ty jsi bot?
wellcome	těší mě pane robot
wellcome	tak zduř
wellcome	shoj
wellcome	servus
wellcome	preji ti robotycky den
wellcome	Přeji dobrý den
wellcome	nevím, jak se máš?
wellcome	ne cau
wellcome	nazdar
wellcome	můžu se zeptat?
wellcome	můžu se zeptat
wellcome	můžu se ještě zeptat?
wellcome	Kdo jsi
wellcome	Jjak se máš?
wellcome	jak se máte, pane robote?
wellcome	Jak se máte?
wellcome	jak se máte
wellcome	ahoj bote
wellcome	ahojda
wellcome	ahoj jak se máš
wellcome	ahoj jsem robot
wellcome	ahoj, jsem tu zas
wellcome	ahojky
wellcome	ahoj martine
wellcome	ahojoj
wellcome	AHOJ ROBOTE JAK SE JMENUJES😉
wellcome	ahoj xD
wellcome	ahok
wellcome	ahooj
wellcome	ahooooj
wellcome	ahuj
wellcome	ano, jak se ti vede?
wellcome	aooj
wellcome	cau
wellcome	čau
wellcome	čau :)
wellcome	čau :D
wellcome	čau já jsem karel
wellcome	čau jak je
wellcome	čauko
wellcome	cau kocicaku
wellcome	caus
wellcome	cauuuu
wellcome	čest
wellcome	cus
wellcome	čus
wellcome	čus!
wellcome	čusbus
oth	musím vyplnovat ty nepovinné udaje a tu adresu,mesto,telefon atd take
oth	muze mi odpovedet clovek?
oth	Můžu mluvit s člověkem?
oth	můžu se zeptat když jsem zadala do registrace do soutěže špatný email jak ho můžu změnit.
oth	Můžu se zeptat proč nefungují webovky?
oth	Na e-mail nikdo neodpověděl
oth	na jaký mail
oth	najdi jméno Petr Verner
oth	Na podporu jsem zaslal konkrétní dotaz, tak prosím o konkrétní odpověď.
oth	Na to jsem se neptala
oth	Navrhuji zcela změnit přístup k online pomoci. Po několika kolech nesmyslných odpovědí už to není ani vtipné :(
oth	nebo musím dodržet nějaké parametry aby do PC pasoval?
oth	Nechci být vtíravý, ale stále jsem nedostal odpověď na to, na co jsem se ptal....
oth	Nechci dostávat informace z Logické olympiády
oth	Nedá se někde toto upravit nebo třeba vrátit poslední aktualizaci nebo tak?
oth	nejde ti to
oth	Nelze se znovu zaregistrovat se stejným emailem.
oth	Nenašla jsem v registračním formuláři naši školu
oth	nerozumím
oth	nerozumím čemu nerozumíš
oth	nerozumím cšemu nerozumís
oth	nevěřm ti
oth	Nevím kde se můžu podívat na co jsem odpověděla dobře a na co špatně xd
oth	Ok, to ráda slyším, ale přece jenom bych byla radši za člověka, který mě pochopí a odpoví na otázku.
oth	Omlouvám se, ale nejsem učitel, nýbrž žák
oth	Omylem jsem napsala neexistující email mého zákonného zástupce
oth	Omylem jsem napsal špaťně jméno
oth	omylem jsem registrovala syna místo do soutěže jako učitele.
oth	Omylem jsem se do olympiády zaregistroval jako učitel místo žáka.
oth	Omylem jsem zadala špatnou třídu
oth	Pokud na škole v současné době není registrovaný učitel, kdo mi potvrdí, že jsem učitel?
oth	Pokud se někteří z účastníků nedostaví na krajské kolo, berou se náhradníci?
oth	pošli mě člověka
oth	posli mi cloveka
oth	Potřebuji omezit přístup jednomu telefonu, a nevím jak na to.
oth	Potřebuji opravit zadané údaje
oth	potrebuji upravit udaje
oth	Pouzivam ve windows prohlizec OPERU verzi 54 a zmizeli mi zalozky.Nevite jak je obnovit?
oth	Přestoupil jsem na jinou školu
oth	Při opětovné registraci systém píše, že tento email už byl pro registraci použit, co s tím?
oth	Prosím, můžete mi někdo poradit, kde získat , jak stáhnout, instalaci na tiskárnu Canon MP250?
oth	Prosím, naveďte mi na web, kde se dají spustit zvukové knihy online zdarma
oth	Prosím nezasílat
oth	Prosím o odpověď
oth	Prosím Vás,především pány,kde sledovat na internetu Fortunu ligu živě?
oth	Ptám se, protože třeba u procesoru záleží na socketu a u RAM zas na DDR, ale platí to i na SSD disky?
oth	radkaho@gmail.com
oth	radkaho@gmail.com syn Milan Chum
oth	registrovala jsem se jako učitel, ale na škole mě nikdo nemůže potvrdit. Jak mám postupovat_
oth	Registroval/a jsem se omylem mezi učitele.
oth	špatmá registrace
oth	spatna trida
oth	syn uvedl špatný datum narození. Mám to opravit? A kde?
oth	Tak Vám dobře šibe. Tak to nazdar, zítra, než na to někdo odpoví, bude pozdě...
oth	Ta samá otázka platí i při koupi grafické karty zda musím také něco dodržet?
oth	to ale neřeší můj problém
oth	To je špatná odpověď :)
oth	To jste už říkal, ale termín zveřejnění ani výsledky finále tu nejsou.
oth	tomu rozumim. ale jak s tím mým testem?
oth	To není dobrá odpověď :) V seznamu škol chybí školka mého syna - není možné přihlásit ho bez uvedení školky!
oth	to není odpověď ma mou otázku. Neocením u logické olympiády, že mi odpovídá automat :-)
oth	U druhého syna vše proběhlo v pořádku. Nepoužíváte souhlas z předchozích ročníků?
oth	Dobrý den, Nedá se někde toto upravit nebo třeba vrátit poslední aktualizaci nebo tak?
oth	Dobrý den, nedaří se mi přihlášení žáka ani po vygenerování nového hesla. Jakub Bross - email jakub@seznam.cz. Zítra by měl testovat. Prosím o radu a děkuji.
oth	Dobrý den, Nechci dostávat informace z Logické olympiády
oth	Dobrý den, nebo musím dodržet nějaké parametry aby do PC pasoval?
oth	Dobrý den, musí byt každe díte registrovane na zvláštní email? Moc děkuji
oth	Dobrý den, moje dcera omylem zadala patný údaj, jak se dá chybný údaj nahradit
oth	Dobrý den, mám firemní stránky na facebooku a chci se zeptat, zda je možené zakázat sdílení mnou dávaných příspěků na mé stránky některým uživatelům?
oth	Dobrý den, Mám chybu ve jméně
oth	Dobrý den, krátce po spuštění testu nastal zřejmě díky poskytovateli služeb výpadek internetového připojení. Díky tomu se dcera dostala myslím nejdále k 5 otázce. Prosím, bylo by možné pro ni vygenerovat náhradní test?
oth	Dobrý den, každý rok šlo editovat studenty, kteří tam popletli třeba zápis třídy nebo napsali dvakrát příjmení. Letos žádnou možnost editace pro učitele nevidím, jak je možné provést opravu? Iveta Nagyová
oth	Dobrý den, Jsem zaregistrovaný dvakrát
oth	Dobrý den, je, prosím, možné někde vidět testové otázky, jak je vyplnila dcera? Ve třídě patří mezi nejlepší žáky v celém ročníku, ale v testu obsadila zcela poslední příčky, jako kdyby získala 0 bodů. Rád bych věděl, proč dopadla tak špatně. Děkuji za vaši pomoc. D. Čáp. dali.cap@centrum.cz
oth	Dobrý den, Jak zruším registraci?
oth	Dobrý den, právě jsem zaregistrovala syna skrz školu Nebušice do logické olympiády, a měly mi přijít 2 emaily. Avšak přišel jen jeden, ve kterém jsem potvrdila souhlas s osobními údaji, druhý zaheslovaný mi nedorazil
oth	Dobrý den, Přestoupil jsem na jinou školu
oth	Dobrý den, přihlásila jsem svého syna do soutěže. Přišly mi v prvním mailu přihlašovací údaje, ale další email se souhlasem nikoliv. Nemohu se proto přihlásit. Nechceme soutěž prošvihnout, prosím, jak máme postupovat dál.
oth	Dobrý den, při registraci dcery do logické olympiády jsem zadala špatnou školu.Můžu původní registraci zrušit a vytvořit novou?
oth	Dobrý den, při registraci jsem zadala mail mamky, jelikož mi ještě není 15 a mamce mail nepřišel. Jak mám prosím postupovat?
oth	Dobrý den, při registraci mého syna do logické olympiády se v registračním formuláři omylem změnil jeho email na můj. Jak to můžu změnit, prosím?
oth	Dobrý den, přišla mi registrace do olymp. nejde se mi přihlásit přihlašovacími údaji, které mám zaregistrované v e-m. Vygenerovat mi heslo nejde, hlásimi to, že neznám můj e-m. Co teď, prosím?Děkuji Vítková
oth	Dobrý den, při vyplňování registračního formuláře se omylem automaticky vyplnil email manžela, bohužel jsme formulář odeslali bez opravy. Manžel obdržel přihlašovací údaje Soutěžící: Filip Kociolek Login: ales.kociolek@azktrade.cz
oth	Dobrý den, proč jsou vaše stránky nezabezpečené?
oth	Dobrý den, pro dceru Moniku Vognarovou jsem potvrdil přes link účast na olympiadě. Nepřišel mi, ale už žadný mail s pozvrzením (heslem), který po mně chce škola. Můžete mi ho, prosím, poslat na vognar@wamak.cz Děkuji Miloš Vognar - 777 778 838
oth	Dobrý den, prosím, jak na editaci osobních údajů. děkuji
oth	Dobrý den, prosím když mám tři děti (ale teda zatím 2 děti by se zučatnili, stačí jeden email?? ) A taky pokud nedovolim ukazat učiteli a chci mu to ukazat až budu znat vysledek ja lze to nastavit až budu vědět výsledek? Děkuji
oth	Dobrý den, Prosím, můžete mi někdo poradit, kde získat , jak stáhnout, instalaci na tiskárnu Canon MP250?
oth	Dobrý den, Prosím, naveďte mi na web, kde se dají spustit zvukové knihy online zdarma
oth	Dobrý den, Prosím nezasílat
oth	Dobrý den. Prosím vás, je úvodní test kompatibilní s Google Chrome?
oth	Dobrý den, Prosím Vás,především pány,kde sledovat na internetu Fortunu ligu živě?
oth	Dobrý den, Ptám se, protože třeba u procesoru záleží na socketu a u RAM zas na DDR, ale platí to i na SSD disky?
oth	Dobrý den, ráda bych syna přihlásila do logické olympiády, ale jelikož navštěvuje školu, která není v seznamu, nemůžu přihlášku odeslat.
oth	Dobrý den, Registroval/a jsem se omylem mezi učitele.
oth	Dobrý den, registrovala jsem žákyni své třídy a bohužel jsem při registraci uvedla chybný rok narození. Jak mám tyto osobní údaje opravit? Děkuji, L. Knoblochová
oth	Dobrý den, rodiče našeho žáka M. Hesse, kat. A, ZŠ Ledeč nad Sázavou mi volali, že jejich syn se umístil tuším na 4.-7. místě v kraji Vysočina. Já jej však bohužel nemám v seznamu žáků naší školy. Lze jej nějak přidat? Rodiče se s Vámi patrně zítra také spojí. Děkuji moc
oth	dobrý den, sháním kontakt na paní Berčíkovou z Ústeckého kraje ...?!?
oth	Dobrý den. Syn poslal jiný potvrzovací email na zákonného zástupce a já nemohu povolit jeho účast v logické olympiádě. Co mohu udělat?
oth	Dobry den , syn špatně zadal při registraci emalovou adresu rodiče,kterou mamě potvrdit a nemužeme se přihlasit do jeho účtu. Může nam někdo pomoc?
oth	Dobrý den.Syn ve škole zřejmě špatně napsal emailovou adresu, a chtěl by soutěžit. Je možné se přihlásit i přes tento formulář?Děkuji, Mašková
oth	Dobrý den, Ta samá otázka platí i při koupi grafické karty zda musím také něco dodržet?
oth	Dobrý den, Umíte zde najít účinnou radu bez odkazů na servisy, kterým jsem pouze sponzorem bez řešení?
oth	Dobrý den, včera 30.9.2019 jsem posílal přihlášku kolem cca 20:15 hodin večer. Vše jsem vyplnil, ale špatně jsem se domluvil se svým zákonným zástupcem a dnes mi moje paní učitelka oznámila že mi přihláška byla zamítnuta (z důvodu: ,,souhlas s použitím osobních údajů registrovaného žáka/žákyně“). Chápu že do olympiády (soutěže) již nemůžu nastoupit, ale jelikož bych si to rád vyzkoušel, tak mě napadlo, jestli by se mi mohlo poslat zadaní přikladu a já si to ve svém volném čase vyzkoušel. Děkuji
oth	Dobrý den, včera jsem učinila registraci na vašich stránkách logické olympiády, přišel mi odkaz, kterým jsem registraci potvrdila. Za chvilku mi přišel další email s heslem, ale když se chci přihlásit, píše mi to : Přihlášení se nezdařilo. Prosím ověřte správnost zadaného emailu a hesla. Ujistěte se, že heslo kopírujete přesně 8 znaků, bez mezer před nebo za heslem. Přihlásit se je možné pouze, pokud rodiče potvrdili souhlas s použitím osobních dat dítěte mladšího 15 let pro účely soutěže, kliknutím na odkaz, který dostali emailem po registraci. Registrace také mohla být deaktivována na základě chybně zadaných údajů při registraci. Nevíte náhodou, čím by to mohlo být? Když jsem před lety registrovala a přihlašovala starší dceru, problémy jsem s tím neměla. Zkoušela jsem i zaslání nového hesla, ale stále mi přihlášení nefunguje....
oth	Dobrý den, včera jsem vyplnila registraci a nepřišel mi žádný e-mail. Udělala jsem to správně? Děkuji - reg. je na jm. Viktor Trnka 2.B, Milín 26231
oth	Dobrý den, včera jsem zaregistrovala dceru a na mail pajulce77@seznam.cz mi nepřišlo žádné potvrzení o registraci, tak jako už dříve u syna. mohlo se stát, že dcera nebyla na olympiádu zaregistrována?
oth	Dobrý den, v seznamu škol jsem bohužel nenašla MŠ, do které chodí syn - Happy Hippos, Jasmínová, Praha 10. Jak mám postupovat? Děkuji, Petra Pfauserová
oth	Dobrý den, Žádám o vyjmutí mého e-mailu z Vaší databáze.
oth	Dobrý den, zajímalo by mě, zda první kolo si vyplní dítě doma na počítači nebo organizovaně ve škole?
oth	Dobrý den, zaregistrovali jsme syna, který navštěvuje první třídu ZŠ a nelze se do soutěže dostat.Přihlášení se nezdařilo. Prosím ověřte správnost zadaného emailu a hesla. Ujistěte se, že heslo kopírujete přesně 8 znaků, bez mezer před nebo za heslem. Přihlásit se je možné pouze, pokud rodiče potvrdili souhlas s použitím osobních dat dítěte mladšího 15 let pro účely soutěže, kliknutím na odkaz, který dostali emailem po registraci. Registrace také mohla být deaktivována na základě chybně zadaných údajů při registraci.
oth	Dobrý den, Zaregistroval jsem se do špatné školy
oth	Dobrý den, Zdravím, nepamatuje si někdo název této hry z videoautomatů od komediantů, hrál jsem ji na Commodore 64, ale nemůžu si vzpomenout na název, díky.
oth	Dobrý den, Zdravím, nevěděli byste někdo, jak by se dala upravit velikost mezer mezi ikonami v liště záložek?
oth	Dobrý den, Změnila jsem školu
oth	Dobrý večer, dcera se registrovala, ale popletla rodičovský mail. Je možné poslat prosbu o souhlas rodičů znovu na jiný email?
oth	Dobrý večer, mohu jako učitel upravit žákům třídu? V minulých letech to šlo, teď to vypadá, že to nejde. Někteří třídu zadali neúplně nebo špatně.
oth	Dobrý večer, právě jsem registrovala synka Filipa Kopřivu (Rokycany). Chodí do první třídy, ale říkala jsem si, že by mohl zkusit vyšší kategorii - kategorii A (3.-5. třída). Je to kluk šikovný, nadaný, velký matematik s IVP Neumí jen psací písmo, pokud by to bylo překážkou. Mohl by zkusit vyšší kategorii? Chtěla jsem ho přihlásit, ale nešlo mi to vzhledem k věku. Děkuji za odpověď. Veronika Kopřivová, maminka
oth	Dobrý večer, přišel mi mail s linkem o souhlas s použitím osobních údajů Adama Palouška. Bohužel mi na link nejde kliknout
oth	Email jsem nenalezla a nelze se znovu registrovat.
oth	email jsme nikde nenašli a registrovat už se nejde , neboť je po termínu registrace
oth	Filip Kopřiva do vyšší kategorie
oth	Gratulujeme, postupuješ do krajského semifinále, které proběhne v pátek 1. listopadu 2019 ve všech krajích. Pozvánku a další informace obdržíš e-mailem. Žádáme Tě o potvrzení účasti v kraji: zúčastním se / nezúčastním se. Vaši volbu potvrďte tlačítkem "Uložit". Volba se vždy uloží, nepřijde už žádné potvrzení na email.
oth	Hezký večer...právě jsem registrovala svého syna do soutěže. Bohužel jsem uvedla špatné datum narození. Jak jej mohu opravit?
oth	Hladam informaci, kedy budu mat termin 5taci a kedy 2ci ZS, ktori su uz obaja zaregistrovani. Dakujem
oth	info
oth	já bych se porosím potřeboval zaregistrovat do tohoto ročníku logické olympiády máme to ze školy povinné a já na to zapoměl
oth	Já jsem rodič
oth	Jak mám vymazat účet na messengeru?
oth	jak prosím zrušit odběr novinek?
oth	jak se odregistrovat
oth	Jak smažu registraci učitele?
oth	Jak upravím jméno školy?
oth	Jak změním email v registraci?
oth	Jak změním název naší školy?
oth	Jak změním školu v registraci?
oth	Jak zruším registraci?
oth	Jak zrušit bývalé vyučující naší školy? Je tu jen potvrdit.
oth	ja nevim jak se odhlasit
oth	ja ti veřim
oth	Jdou testy udělat ve Firefoxu?
oth	Je mi 15 let.Zkoušela jsem nové heslo,ale to mi také nefunguje.
oth	Je možné předělat email zákonného zástupce?
oth	Je podmínkou účasti jednotlivce registrace mateřské školy kterou navštěvuje?
oth	Jsem rodič a ptám se,zda je účast na olympiádě pro žáky povinná?Nechci řešit úlohy,chci informace.
oth	jsem zaregistrována na stránkách logické olympiády jako pedagog, ale od září jsem změnila zaměstnání/školu. Je, prosím, možno, změnit školu i v systému?
oth	Jsem zaregistrovaný dvakrát
oth	Jsou testy kompatibilní s Google Chrome?
oth	kde je info
oth	kde muyu napsat abz mi poradili
oth	Kde najdu tlačítko "uložit" ?
oth	Kde změnit údaje žáka?
oth	kolik mi musí být?
oth	Lenka s Katkou hrály tenis. Za každý prohraný zápas dávala poražená vítězce čokoládu. Na začátku měly obě stejný počet čokolád. Na konci měla Katka na kontě 3 výhry a Lenka si odnášela o 7 čokolád víc než měla na začátku. Kolik zápasů spolu celkem hrály??
oth	mail dorazil prázdný bez odkazu
oth	Mám chybu ve jméně
oth	mám firemní stránky na facebooku a chci se zeptat, zda je možené zakázat sdílení mnou dávaných příspěků na mé stránky některým uživatelům?
oth	mám na piču počítač ve škole a nejde mi vaše stránka
oth	Mnoho našich rodičů se na nás obrací s prosbou, že jim žádný email nedošel a nemohou tedy potvrdit účast. Je možné abychom mi kantoři viděli, jaký rodičovský email děti použili? Skaláková ZŠ Žižkov
oth	Mohou si děti psát na papír vedle výpočty atd. Použití kalkulaček na počítači je možné? Děkuji
oth	Dobrý den, Chtěla bych vědět jak mohu vypnout titulní foto na facebooku aniž bych musela vymazat tu původní?
oth	Dobry den,chci se zeptat na registraci ?zaregistrovala jsem dceru na svůj mail ale ted mi doslo ze ona mi na nej bude chodit nebo jak to je?
oth	Dobrý den, Bohužel jsem zadala špatný e-mail svého zákonného zástupce
oth	Dobrá den prosím registroval jsem se do soutěže pod e-mailem p.joklik@gmail.cz je mi pod takže sem zadal i rodičovský ale špatně a teď nevím jak zrušit mou předešlou přihlášku a napsat novou.
oth	Dnes jsem se zaregistroval do Vaší soutěže, bohužel jsem se vlivem své nepozornosti registroval jako učitel nikoliv jako soutěžící.
oth	Děkuji, takže máme založit profil.A poslední dotaz zní. Ze strany školky nám bylo řečeno, že syn bude jistě nadprůměrně inteligentní. Baví ho práce s čísly, hraje rád šachy a to je mu 6 let, je předškolák. Kde mu mohu nechat změřit IQ. Jsme z Opavy.
oth	Dceři email přišel, ale mně coby rodičovi ne.
oth	Dcera se přihlásila do logické olympiády, ovšem v registraci uvedla nesprávný email.
oth	Dá se v "Plánovači úloh" naplánovat vypnutí PC do "Úsporného režimu"?
oth	další kola už nebudou online ?
oth	co to??? co si to dovolujes
oth	co když výsledek testu není na mém profilu?
oth	co když se na krajské kolo nedostavím?
oth	co když jsem zadala špatnou školu?
oth	co dělat při špatné registraci
oth	Chtěl jsem slyšet 26.10 ve 12:00 ale na AI docela dobré
oth	Chtěl jsem se zaregistrovat jako žák, ale jsem zřejmě zaregistrován jako učitel.
oth	chtěl bych si koupit SSD disk, protože s HDD se nedá už vydržet, ale otázka zní zda můžu koupit jakýkoliv?
oth	chtěl bych se zeptat, při výběru ,,vaše škola,, nemůžu zvolit tu svoji -Gymnázium Pavla Křižkovského s uměleckou profilací jak ji mám přidat ?
oth	UJsem rodič a registruji přes stejný email už poněkolikáté - nevidím odkaz kde registrovat
oth	Umíte zde najít účinnou radu bez odkazů na servisy, kterým jsem pouze sponzorem bez řešení?
oth	u registrace v soutěži jsem zadala špatný e-mail zákonného zástupce
oth	uz jsem to slysel 10x matika mi moc nejde
oth	Už jste někdy slyšeli přísloví: "Chybami se člověk učí?" :-)
